queue_rank,content_id,client_id,priority_score,reason_codes,is_declining_label,content_type,main_intent
7271,content_cca524745944,client_6208ef0f77,0.6470022979651594,weak position: average position past the site's typical page,0,keyword article,informational
7272,content_961a949058a1,client_f369cb89fc,0.6469963884751863,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7273,content_2859418b01d8,client_19581e27de,0.6469781160844429,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,transactional
7274,content_efb6236a2935,client_6208ef0f77,0.6469780267098348,weak position: average position past the site's typical page,1,keyword article,commercial
7275,content_64524bfb4813,client_bbb965ab0c,0.646950499441697,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,0,keyword article,informational
7276,content_d74b2ca2fe83,client_624b60c58c,0.6469450643316534,weak position: average position past the site's typical page,1,keyword article,transactional
7277,content_35e1528bf6a7,client_349c41201b,0.6469372150188754,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7278,content_ea95d2494818,client_19581e27de,0.6469160021975741,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
7279,content_bfa1878f6d8d,client_b4944c6ff0,0.646909680920968,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
7280,content_b5971e071e05,client_d029fa3a95,0.6469082417778214,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7281,content_fd50faba8a6e,client_7f2253d7e2,0.6469038236759679,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7282,content_a1c230882d7a,client_4e07408562,0.6468930265102327,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
7283,content_97804a37420a,client_f369cb89fc,0.6468859776640123,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7284,content_58c3090b5115,client_a88a7902cb,0.6468577653054636,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,transactional
7285,content_75ce1a048515,client_7f2253d7e2,0.6468565610207587,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7286,content_ddc5af8710e4,client_19581e27de,0.6468428754312427,weak position: average position past the site's typical page,1,keyword article,informational
7287,content_6476d1d8c050,client_19581e27de,0.6468276641650363,stale: 180+ days since last update; inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,0,keyword article,transactional
7288,content_360fd5cca23b,client_19581e27de,0.6468193469997411,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7289,content_71ea2ad2d335,client_19581e27de,0.6468158221062819,low real-user traffic: below-median users_90d,1,keyword article,commercial
7290,content_16a3f6b2845b,client_3fdba35f04,0.6468121125454621,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
7291,content_194974d641e8,client_f74efabef1,0.6467539876672025,weak position: average position past the site's typical page,1,keyword article,informational
7292,content_3613b834efd0,client_624b60c58c,0.6467368190435954,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
7293,content_adc2e42704c9,client_3fdba35f04,0.6466920831505791,weak position: average position past the site's typical page,1,keyword article,informational
7294,content_bdf61b8c3512,client_6208ef0f77,0.646678637619107,weak position: average position past the site's typical page,0,keyword article,informational
7295,content_1c0f43cd9f52,client_d029fa3a95,0.646675861630363,low real-user traffic: below-median users_90d,0,comparison article,informational
7296,content_d2e872f0c02c,client_b4944c6ff0,0.6466639252416613,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7297,content_84463d98ad2c,client_6208ef0f77,0.6466264125691253,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7298,content_1e807052f19b,client_3fdba35f04,0.6466222267226387,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7299,content_ab7a3d0acf37,client_4e07408562,0.6466083798814463,weak position: average position past the site's typical page,1,keyword article,commercial
7300,content_fc8c21563057,client_4e07408562,0.6465865311274752,low real-user traffic: below-median users_90d,1,keyword article,informational
7301,content_b4dc66bdc268,client_19581e27de,0.6465861022139173,low real-user traffic: below-median users_90d,0,keyword article,transactional
7302,content_2d665182534d,client_6208ef0f77,0.646555849668475,weak position: average position past the site's typical page,1,keyword article,informational
7303,content_8b9753dc17bd,client_349c41201b,0.6465479658376854,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,commercial
7304,content_36e02e752813,client_349c41201b,0.6465390621357694,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
7305,content_fe0f1d31f0b0,client_3fdba35f04,0.6465314501552315,weak position: average position past the site's typical page,1,keyword article,commercial
7306,content_f16003a8de1e,client_6208ef0f77,0.6465118454106523,weak position: average position past the site's typical page,0,keyword article,informational
7307,content_8c531d5f33c9,client_bbb965ab0c,0.6465110422472224,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
7308,content_494a0d492834,client_3fdba35f04,0.6465107663775556,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,0,keyword article,transactional
7309,content_3713fdac28b6,client_6208ef0f77,0.6464935285377053,weak position: average position past the site's typical page,1,keyword article,informational
7310,content_f6cd991698ec,client_7f2253d7e2,0.64647086512144,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7311,content_acbd4b396882,client_19581e27de,0.646469854689176,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
7312,content_bed9921d701f,client_3fdba35f04,0.6464425855243092,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7313,content_35072ad43762,client_6208ef0f77,0.6464142371660553,weak position: average position past the site's typical page,1,keyword article,informational
7314,content_6ddf59be92f4,client_19581e27de,0.6464040607273965,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
7315,content_2e27654f487a,client_19581e27de,0.6464026441747918,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
7316,content_1158aa50a684,client_d029fa3a95,0.6463729636274127,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,comparison article,informational
7317,content_201fece0bc4c,client_3fdba35f04,0.6463476881220713,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
7318,content_e04b04c1dc6d,client_b4944c6ff0,0.646326176093749,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7319,content_64936b4b7071,client_bbb965ab0c,0.6463229417585562,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7320,content_9a579e75e4f6,client_3fdba35f04,0.6463204649358227,weak position: average position past the site's typical page,0,keyword article,commercial
7321,content_dac38e92e830,client_19581e27de,0.6462825809047287,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7322,content_13af59e1555a,client_4e07408562,0.6462709525891992,low real-user traffic: below-median users_90d,1,keyword article,transactional
7323,content_12eea54d4b6a,client_3fdba35f04,0.6462601306418094,weak position: average position past the site's typical page,1,keyword article,transactional
7324,content_65e979ff69d9,client_6208ef0f77,0.6462387891146965,weak position: average position past the site's typical page,1,keyword article,informational
7325,content_4ce42a2dcd09,client_6208ef0f77,0.6462345833305897,weak position: average position past the site's typical page,1,keyword article,informational
7326,content_e04dad879647,client_19581e27de,0.64623391545824,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
7327,content_c7da1c34b1cc,client_19581e27de,0.6462286627657137,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7328,content_ac93ace6d92e,client_f74efabef1,0.646220075996759,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
7329,content_0bda86d99c0b,client_19581e27de,0.6461923849248121,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7330,content_5186d812eed4,client_f74efabef1,0.6461909827354888,weak position: average position past the site's typical page,1,keyword article,commercial
7331,content_547fe06ec900,client_f369cb89fc,0.6461885953716373,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,commercial
7332,content_71797ef8551d,client_19581e27de,0.6461837693400081,weak position: average position past the site's typical page,1,keyword article,informational
7333,content_e2d83f6a4cb2,client_6208ef0f77,0.6461821083683719,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7334,content_fbf920bdfd52,client_4e07408562,0.6461798321044836,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7335,content_3f5c13f7d487,client_6208ef0f77,0.6461759708397825,weak position: average position past the site's typical page,1,keyword article,informational
7336,content_b10e907da734,client_6208ef0f77,0.6461654124460174,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,commercial
7337,content_0f8a2963d8b6,client_6208ef0f77,0.6461131037820037,weak position: average position past the site's typical page,1,keyword article,informational
7338,content_cf792c6e4c0a,client_6208ef0f77,0.6461083500673073,weak position: average position past the site's typical page,0,keyword article,informational
7339,content_dcd0642decdb,client_3fdba35f04,0.6461015140750344,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,transactional
7340,content_65d9331f55fb,client_4e07408562,0.64607077103887,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7341,content_06c9e2bd13ef,client_3fdba35f04,0.6460551625614325,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7342,content_3b7cbb3b2cc9,client_6208ef0f77,0.6459791664589569,weak position: average position past the site's typical page,0,keyword article,informational
7343,content_99af6f9fbda3,client_f369cb89fc,0.645921980163682,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7344,content_9c366e02e317,client_6208ef0f77,0.6459063385471318,inconsistent visibility: below-median days with impressions in the last 90d,0,keyword article,informational
7345,content_1f9fc4c40c79,client_19581e27de,0.6458913197471985,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7346,content_a557ce775151,client_8527a891e2,0.6458896234397645,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
7347,content_164eee6bf9c1,client_d029fa3a95,0.6458851986622297,stale: 180+ days since last update; inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7348,content_6e68b581ef5c,client_3fdba35f04,0.6458719754280431,weak position: average position past the site's typical page,1,keyword article,transactional
7349,content_2102eb07f9ac,client_b4944c6ff0,0.6458568968366594,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,commercial
7350,content_0588aab4d508,client_f74efabef1,0.645850433596439,weak position: average position past the site's typical page,1,keyword article,informational
7351,content_dda7602cfc80,client_d029fa3a95,0.6458323074384309,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,comparison article,informational
7352,content_7947d714b3b3,client_434c9b5ae5,0.6458218688901219,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7353,content_26e4b2afdb9c,client_19581e27de,0.6458092326545722,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7354,content_6e8fe8a8ac4b,client_19581e27de,0.6458074484393478,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
7355,content_91ebaad39a3f,client_f369cb89fc,0.6457791235900628,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
7356,content_df32065ce158,client_7f2253d7e2,0.645759773424104,weak position: average position past the site's typical page,1,keyword article,informational
7357,content_1bf7cf6cec95,client_349c41201b,0.6457510220471973,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7358,content_e89c41dd69ad,client_3fdba35f04,0.6457451372559113,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
7359,content_16563d66c753,client_a88a7902cb,0.6457341401299922,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7360,content_d4631b0e5a99,client_7f2253d7e2,0.6457299925299258,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
7361,content_542e2f789f23,client_f369cb89fc,0.6457150265077428,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7362,content_812e9767c288,client_6208ef0f77,0.645705107173802,weak position: average position past the site's typical page,0,keyword article,commercial
7363,content_94c5843bbee4,client_d029fa3a95,0.6457046480572426,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,comparison article,informational
7364,content_f742d659d8fa,client_6208ef0f77,0.6456911736298702,weak position: average position past the site's typical page,1,keyword article,informational
7365,content_5bfda3888862,client_8b940be7fb,0.6456793449318979,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
7366,content_4c2202c1b4e4,client_6208ef0f77,0.6456721358001436,weak position: average position past the site's typical page,1,keyword article,informational
7367,content_941ab7a9bdf7,client_19581e27de,0.6456704872443438,weak position: average position past the site's typical page,1,keyword article,informational
7368,content_fc068dc93477,client_6208ef0f77,0.6456555336048158,weak position: average position past the site's typical page,1,keyword article,informational
7369,content_a262679eee5d,client_a88a7902cb,0.6456308440472635,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
7370,content_755cec250ffe,client_3fdba35f04,0.6456236645982448,weak position: average position past the site's typical page,1,keyword article,transactional
7371,content_1a2c73e9b214,client_349c41201b,0.6456194287873617,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
7372,content_6e5ba43b8097,client_3fdba35f04,0.645589733141367,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,transactional
7373,content_1fc9279f2bf2,client_3fdba35f04,0.6455891614676196,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,0,keyword article,informational
7374,content_acf71f98ada2,client_7f2253d7e2,0.6455584390688006,weak position: average position past the site's typical page,1,keyword article,informational
7375,content_8854986f3027,client_6208ef0f77,0.6455531420545851,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,commercial
7376,content_d333007c70d9,client_3fdba35f04,0.6455493990327463,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7377,content_ff67adc622e5,client_6208ef0f77,0.6455461455833221,weak position: average position past the site's typical page,1,keyword article,commercial
7378,content_59812d55e833,client_f74efabef1,0.6455389925361916,weak position: average position past the site's typical page,0,keyword article,informational
7379,content_d423fedf21f0,client_4e07408562,0.6455293202968686,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,commercial
7380,content_0167c1c25722,client_a88a7902cb,0.645524799481119,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7381,content_fa77fd22fd21,client_7f2253d7e2,0.6455177776642053,weak position: average position past the site's typical page,1,keyword article,informational
7382,content_b7f1552d7ffa,client_6208ef0f77,0.6455171347662227,weak position: average position past the site's typical page,1,keyword article,informational
7383,content_6fcf818dd632,client_349c41201b,0.6455128183218355,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7384,content_45429156cb15,client_19581e27de,0.6454744643307196,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7385,content_660ee321e2be,client_6208ef0f77,0.6454645001613594,weak position: average position past the site's typical page,1,keyword article,informational
7386,content_486c8a82c3df,client_19581e27de,0.6454480465865117,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,transactional
7387,content_b725a6ce11a9,client_6208ef0f77,0.6454390899877712,weak position: average position past the site's typical page,1,keyword article,informational
7388,content_8319f80c0781,client_19581e27de,0.6454144328541234,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
7389,content_3b749a9180a3,client_349c41201b,0.6454099696041009,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7390,content_6eef5d9075a4,client_19581e27de,0.6453893504512042,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7391,content_e5842c748ff0,client_3fdba35f04,0.6453713831974973,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7392,content_7eef1c55e6b7,client_19581e27de,0.6453655432709929,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7393,content_eedc16a08bf7,client_f369cb89fc,0.6453644595481998,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7394,content_f4745704773f,client_3fdba35f04,0.6453416718246908,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,transactional
7395,content_185a85d3867d,client_3fdba35f04,0.64534111021962,weak position: average position past the site's typical page,1,keyword article,transactional
7396,content_ca557aec1c04,client_6208ef0f77,0.6452998633842721,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
7397,content_bf25d0d10b24,client_19581e27de,0.6452852741919378,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7398,content_5b69f9beb3c4,client_19581e27de,0.6452812288392668,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7399,content_eda0d694fe3b,client_6208ef0f77,0.6452778501048423,weak position: average position past the site's typical page,1,keyword article,informational
7400,content_60e82604d07a,client_19581e27de,0.6452629921748642,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7401,content_1b5f8297dd8f,client_f74efabef1,0.6452571762491738,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7402,content_d1e6814b6ae7,client_6208ef0f77,0.6452183624748764,weak position: average position past the site's typical page,0,keyword article,informational
7403,content_89e806725446,client_19581e27de,0.6452052707407536,low real-user traffic: below-median users_90d,1,keyword article,transactional
7404,content_271c0a5fb99b,client_d029fa3a95,0.6451915816554047,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,comparison article,informational
7405,content_c4dd39ade13b,client_6208ef0f77,0.6451862622306712,weak position: average position past the site's typical page,1,keyword article,informational
7406,content_a43a487389ad,client_19581e27de,0.6451789292034984,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7407,content_2518309515e2,client_a88a7902cb,0.6451738981472611,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7408,content_e3ca8d096199,client_3fdba35f04,0.6451515541441577,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7409,content_fce6213493fd,client_19581e27de,0.6451410528078269,"elevated by several moderate signals together, no single dominant flag",0,keyword article,transactional
7410,content_34af1b51fa35,client_6208ef0f77,0.6451407047454288,weak position: average position past the site's typical page,1,keyword article,informational
7411,content_b0161f95524c,client_3fdba35f04,0.6451069945464202,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,commercial
7412,content_1cc231e1a58f,client_3fdba35f04,0.6450869078169108,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7413,content_27a8625adefe,client_f74efabef1,0.6450847609202133,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7414,content_259a0c7bd5bd,client_4e07408562,0.6450762437499853,weak position: average position past the site's typical page,0,keyword article,commercial
7415,content_c490a7a20483,client_19581e27de,0.6450559256272653,low real-user traffic: below-median users_90d,1,keyword article,commercial
7416,content_7aa903b378ca,client_6208ef0f77,0.6450521852190686,weak position: average position past the site's typical page,1,keyword article,informational
7417,content_0cd6cb0cf3eb,client_349c41201b,0.6450416162555774,weak position: average position past the site's typical page,1,keyword article,informational
7418,content_1cf3f202273e,client_4e07408562,0.6450363958871386,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
7419,content_9f0e590a852f,client_19581e27de,0.6450237649112965,low real-user traffic: below-median users_90d,0,keyword article,transactional
7420,content_89829d8a96a9,client_19581e27de,0.6450176613834269,"elevated by several moderate signals together, no single dominant flag",0,keyword article,transactional
7421,content_f186f615fb41,client_19581e27de,0.645013007163589,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7422,content_bc8459b987c6,client_a88a7902cb,0.6450099032387528,weak position: average position past the site's typical page,0,keyword article,transactional
7423,content_772394c027e0,client_3fdba35f04,0.6450050151999803,weak position: average position past the site's typical page,1,keyword article,informational
7424,content_2028099fd151,client_6208ef0f77,0.6449919704646688,weak position: average position past the site's typical page,1,keyword article,informational
7425,content_514356b21e2a,client_4e07408562,0.6449804550106868,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7426,content_05fb66f99f0d,client_3fdba35f04,0.6449788560011505,weak position: average position past the site's typical page,1,keyword article,informational
7427,content_1dff5ee30a0c,client_6208ef0f77,0.6449599063474917,weak position: average position past the site's typical page,1,keyword article,informational
7428,content_bd5d7334004b,client_19581e27de,0.6449505936661669,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7429,content_94c2c6d27072,client_6208ef0f77,0.6449415843874293,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7430,content_8ba66fe8c1d3,client_3fdba35f04,0.6449268025564835,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7431,content_a9fa79e8e705,client_3fdba35f04,0.6449037268724962,weak position: average position past the site's typical page,1,keyword article,commercial
7432,content_0e6dbc08d6ae,client_8527a891e2,0.644897806309598,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
7433,content_8537b7133dcd,client_19581e27de,0.6448797253167942,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
7434,content_f79387f83703,client_d029fa3a95,0.6448425616071606,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,comparison article,informational
7435,content_3bee99d0b455,client_6208ef0f77,0.6448252457436183,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,commercial
7436,content_400da27b7b89,client_a88a7902cb,0.6448116202381912,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,transactional
7437,content_5583387be650,client_6208ef0f77,0.6448098847409972,weak position: average position past the site's typical page,0,keyword article,commercial
7438,content_454e62c347a0,client_7f2253d7e2,0.6448080482558773,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7439,content_a8c6c965ccb3,client_a88a7902cb,0.6447647580359228,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
7440,content_51cb43b2b48b,client_3fdba35f04,0.6447594503563346,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7441,content_b3064bf4f105,client_f369cb89fc,0.644739771011593,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
7442,content_0f5d70095392,client_6208ef0f77,0.6447316091140117,weak position: average position past the site's typical page,1,keyword article,commercial
7443,content_b00f10211e25,client_3fdba35f04,0.6447235455941647,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7444,content_bf0ddf0031c8,client_6208ef0f77,0.6447131868137748,weak position: average position past the site's typical page,1,keyword article,informational
7445,content_d30ca0183536,client_bbb965ab0c,0.6447075671939354,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7446,content_16587d23acba,client_6208ef0f77,0.6446741215655912,weak position: average position past the site's typical page,1,keyword article,informational
7447,content_4f1f8c47f2a7,client_19581e27de,0.6446709881167811,"elevated by several moderate signals together, no single dominant flag",0,keyword article,transactional
7448,content_6294d2ddad1d,client_19581e27de,0.6446628875697653,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,transactional
7449,content_20e2e0f25e50,client_19581e27de,0.6446624984317985,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
7450,content_93fd267ecab0,client_3fdba35f04,0.6446508317607182,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
7451,content_b3f3632c59b6,client_bbb965ab0c,0.6446441282742043,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
7452,content_ed65b2e130c6,client_f369cb89fc,0.6446208800373513,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7453,content_c6d0e031b456,client_f369cb89fc,0.6446111106558177,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
7454,content_2de814532173,client_a88a7902cb,0.6446110450739473,weak position: average position past the site's typical page,1,keyword article,commercial
7455,content_fe925cff10ba,client_3fdba35f04,0.6446074001203145,weak position: average position past the site's typical page,1,keyword article,informational
7456,content_22eeb7d4a605,client_f74efabef1,0.644584745392898,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
7457,content_96fd0f48507b,client_6208ef0f77,0.6445722451216359,weak position: average position past the site's typical page,1,keyword article,commercial
7458,content_192c8fc0d00e,client_6208ef0f77,0.6445578679908897,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,transactional
7459,content_197875f02a91,client_a88a7902cb,0.6445429705312885,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,transactional
7460,content_9997ea0e9147,client_19581e27de,0.6445416880558021,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7461,content_2053f3506ce3,client_6208ef0f77,0.6445269043303599,weak position: average position past the site's typical page,0,keyword article,informational
7462,content_281ce70cfac5,client_a88a7902cb,0.6445240895321808,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7463,content_bcb1ecae4766,client_19581e27de,0.6445157648889023,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
7464,content_44557b9dc693,client_6208ef0f77,0.6444821044344564,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
7465,content_ac3aa5de7b38,client_19581e27de,0.6444739934552058,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
7466,content_238b6618feb6,client_6208ef0f77,0.6444723759034212,weak position: average position past the site's typical page,1,keyword article,informational
7467,content_25ca73944527,client_8b940be7fb,0.6444505069282603,inconsistent visibility: below-median days with impressions in the last 90d,0,keyword article,transactional
7468,content_ed831c57a3e8,client_f369cb89fc,0.6444150000321397,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
7469,content_efddb1eee40a,client_19581e27de,0.6444139164441752,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
7470,content_60d483a7cd69,client_7f2253d7e2,0.6444112311641149,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
7471,content_348ae7c4bcde,client_6208ef0f77,0.6443923536906184,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
